BPA,Address,Description,PTS Existing Units,PTS Proposed Units,Proposed Units,Net Units,Net Units Completed,ADU/Legalization Units,First Completion Date,Latest Completion Date,Extremely Low Income,Very Low Income,Low Income,Moderate Income,Affordable Units,Market Rate,Affordable Units Estimate,Supervisor District,Analysis Neighborhood,Planning Dist.,Plan Area,Form No.,Permit Type,Issued Date,Authorization Date,Zoning District,Project Affordability Type,BMR Reporting Year,BlockLot,PPTS Project ID
2.00807E+11,365 FULTON ST,"ERECT 5 STORIES ,120 RESIDENTIAL UNITS & COMMERCIAL.",0,120,120,120,120,0,9/6/2011,9/6/2011,0,120,0,0,120,0,FALSE,5,Hayes Valley,5 - Western Addition,Market and Octavia,2,Site Permit,12/1/2008,12/1/2008,NCT-3,100% Affordable,2011,0792028,2023-007772PRX
2.00601E+11,542 KANSAS ST,"VERTICAL & HORIZONTAL ADDITION SITE PERMIT FOR CREATING A 2ND DWELLING UNIT ON NEW THIRD STORY, TO BE BUILT, & ADDITION TOWARD THE REAR",1,2,2,1,1,0,9/7/2011,9/7/2011,0,0,0,0,0,1,FALSE,10,Potrero Hill,9 - South of Market,Showplace Square/Potrero Hill (EN),3,Site Permit,7/30/2008,7/30/2008,RH-3,,2011,4010001O,Multiple
2.01104E+11,714 MADRID ST,COMPLY W/NOV #200866773 DATED 1/24/11 - REMOVE KITCHEN & BATHROOM IN GROUND FLOOR.,1,1,0,-1,-1,0,9/7/2011,9/7/2011,0,0,0,0,0,-1,FALSE,11,Excelsior,12 - South Central,,8,Full Building Permit,4/4/2011,4/4/2011,RH-1,,2011,6343004,
2.00702E+11,102 CONRAD ST,"ERECT A NEW 2 STORY, 1 BASEMENT, SINGLE FAMILY DWELLING UNIT.",0,1,1,1,1,0,9/12/2011,9/12/2011,0,0,0,0,0,1,FALSE,8,Glen Park,7 - Central,,2,Site Permit,3/31/2008,3/31/2008,RH-1,Inclu: Combination,2011,7553039,2007.0313
2.01102E+11,2778 40TH AV,"TO COMPLY WITH nov# 20108486 DATED 1/20/11 TO REMOVE ILLEGAL KITCHEN AND BATHTUB ON GROUND FLOOR. CONVERT (E)HALF BATH TO FULL BATH WITH SHOWER AND TUB. RELOCATE GAS FURNACE, W/H, W/D TO GARAGE.",1,1,0,-1,-1,0,9/13/2011,9/13/2011,0,0,0,0,0,-1,FALSE,4,Sunset/Parkside,15 - Outer Sunset,,8,Full Building Permit,2/7/2011,2/7/2011,RH-1,,2011,2508019A,
2.01004E+11,1067 INGERSON AV,"COMPLY WITH NOV 200234125, 200344666, AND 202031081. REMOVE ILLEGAL KITCHEN AT GROUND FL. LEGALIZE STORAGE ROOM, STUDY ROOM, AND 2 BATHROOMS AT GR FLOOR",1,1,0,-1,-1,0,9/16/2011,9/16/2011,0,0,0,0,0,-1,FALSE,10,Bayview Hunters Point,10 - South Bayshore,,8,Full Building Permit,4/5/2010,4/5/2010,RH-1,,2011,4969036,
2.00906E+11,149 DORE ST,"TO ERECT 5 STORIES, 4 UNITS RESIDENTIAL UNITS.",0,4,4,4,4,0,9/20/2011,9/20/2011,0,0,0,0,0,4,FALSE,6,South of Market,9 - South of Market,Western SoMa (EN),2,Site Permit,7/29/2010,8/18/2010,RED,,2011,3519059,2009.0771
2.0101E+11,1167 MARKET ST,"DEMO PORTN 4 STRY WING OF (E) BLDG CLOSEST TO MISSION ST. REMV 66 UNITS. MAINTAIN (E) FIRE PROTC,SANITY SAFEGUARDS&STRL SOUNDNESS.COMPLY W/SEC 3403.1 TO ASSURE TENANT SAFETY,ADJ UNITS WILL BE VACATED TO MAINT SAFGUARDS DURING CONST. ALL WK UNDER THIS PERMIT IS CONSIS W/DEV'T AGRMT 6/2007. ENTR INTO",362,310,310,-52,-52,0,9/20/2011,9/20/2011,0,0,0,0,0,-52,FALSE,6,South of Market,4 - Downtown,,3,Full Building Permit,12/14/2010,12/14/2010,C-3-G,,2011,3702051,
2.00912E+11,35 WOODWARD ST,"REMODEL BUILDING W/ EXISTHING SRO UNITS, REDUCE UNITS TO 53, MULTI PURPOSE ROOM, OFFICES FOR SOCIAL SERVICES, COMMON BATHROOMS, RESTROOMS, COMMON KITCHENS, LAUNDRY, TRASH, STORAGE, MECHANICAL ROOMS",59,52,53,-6,-6,0,9/27/2011,9/27/2011,0,0,0,0,0,-6,FALSE,9,Mission,8 - Mission,Mission (EN),3,Full Building Permit,7/30/2010,7/30/2010,RM-1,,2011,3532064,
2.00907E+11,1844 TURK ST,HORIZONTAL ADDITION AT FIRST AND 2ND FLOOR. CREATION OF (2) NEW DWELLING UNITS AT REAR.,1,3,3,2,2,0,9/30/2011,9/30/2011,0,0,0,0,0,2,FALSE,5,Western Addition,5 - Western Addition,,3,Site Permit,9/27/2010,9/27/2010,RM-3,,2011,1129011A,
2.01007E+11,2248 WASHINGTON ST,"REDISTRIBUTE 2 UNITS INTERNALLY ADDITION @ LOWER LEVEL @ 3RD LEVEL. REMOVE (E) ILLEGAL UNIT@ LOWER LEVEL & ILLEGAL ADDITIONS @ 3RD LEVEL. REMODEL / RECONFIGURE ALL LEVELS. NEW WINDOWS & DOORS (WOOD INSULATED). NEW STUCCO @ FRONT & REAR. 4 FULL BATHS, 1 HALF BATH, 2 KITCHEN.",2,2,1,-1,-1,0,10/3/2011,10/3/2011,0,0,0,0,0,-1,FALSE,2,Pacific Heights,2 - Marina,,3,Site Permit,12/17/2010,1/11/2011,RH-2,,2011,0603004B,
2.01104E+11,26 PIEDMONT ST,THE SCOPE OF WORK INCLUDES DEMOLITION OF EXISTING KITCHEN AND HALF BATH AT LOWER LEVEL ( UNIT 26 PIEDMONT ST) TO PROVIDE STORAGE AREAS. THE REMODEL INTENDS TO MERGE 26 PIEDMONT ST W/ 30 PIEDMONT ST.,2,1,1,-1,-1,0,10/5/2011,10/5/2011,0,0,0,0,0,-1,FALSE,8,Haight Ashbury,6 - Buena Vista,,3,Site Permit,9/13/2011,9/14/2011,RH-2,,2011,1270014,2011.0273
2.00606E+11,1390 MISSION ST,"TO ERECT 12 STORIES, 136 DWELLING UNITS, PARKING, AND RETAIL BUILDING.",0,136,136,136,136,0,10/6/2011,10/6/2011,0,135,0,0,135,1,FALSE,6,South of Market,4 - Downtown,,1,Site Permit,8/10/2007,9/25/2007,C-3-G,100% Affordable,2011,3508053,2023-007768PRX
2.01008E+11,154 SEARS ST,"To comply with HIS NOV 2009926164, dated 01/11/2010 to remove illegal kitchen, bathroom and bedrooms, and convert to original use for garage and storage room. Remove front entry door and fill with new wall. Cap all utilities back to its sources.",1,1,0,-1,-1,0,10/6/2011,10/6/2011,0,0,0,0,0,-1,FALSE,11,Outer Mission,12 - South Central,,8,Full Building Permit,5/12/2011,5/12/2011,RH-1,,2011,7145042,
2.0101E+11,2627 LOMBARD ST,convert existing 2nd. floor office to residential. Revision to Bpa#201004220866 to reduce the scope of work by eliminating rear horizontal addition.,1,1,0,-1,-1,0,10/6/2011,10/6/2011,0,0,0,0,0,-1,FALSE,2,Marina,2 - Marina,,8,Full Building Permit,10/26/2010,10/26/2010,RH-2,,2011,0939036,
2.01006E+11,591 NAPLES ST,TO COMPLY WITH COMPLAINT# 200719091 & # 200720614. CONVERT COMMERCIAL SPACE TO RESIDENTIAL. REMODEL OF GROUND FLOOR.,1,2,2,1,1,0,10/7/2011,10/7/2011,0,0,0,0,0,1,FALSE,11,Excelsior,12 - South Central,,3,Site Permit,2/25/2011,4/29/2011,RH-2,,2011,6090015A,2010.0733
2.00902E+11,263 DORLAND ST,CONVERSION OF E SINGLE FAMILY RESIDENCE INTO 2 FAMILY RESIDENCE FOR EXISTING REAR COTTAGE.  REMOVAL OF EXTERIOR STAIR AND PORCH. NEW DOORS AND WINDOWS.,1,2,2,1,1,0,10/13/2011,10/13/2011,0,0,0,0,0,1,FALSE,8,Castro/Upper Market,7 - Central,,3,Site Permit,5/27/2010,7/30/2010,RM-1,,2011,3580035,2008.1171
2.00902E+11,257 DORLAND ST,"TO ERECT 4 STORY, 3 FAMILY DWELLING. REAR COTTAGE REMODEL SEPARATE PERMIT.",0,3,3,3,3,0,10/13/2011,10/13/2011,0,0,0,0,0,3,FALSE,8,Castro/Upper Market,7 - Central,,2,Site Permit,5/27/2010,12/9/2010,RM-1,,2011,3580035,2008.1171
2.01109E+11,906 CORTLAND AV,EMERGY DEMOLISH FOR REAR BUILDING UND 906 CORLAND ST.,1,0,0,-1,-1,0,10/17/2011,10/17/2011,0,0,0,0,0,-1,FALSE,9,Bernal Heights,11 - Bernal Heights,,6,Full Building Permit,9/27/2011,9/27/2011,NCD-CORTLAND AVENUE,,2011,5683012,2012.1048
2.00711E+11,248 OCEAN AV,"Demolish a two-story, single-family builidng and replace it with a nea 4-story over basement mixed-use builidng consisting of 5 dwelling units and an office/commercial use at ground floor.",1,0,0,-1,-1,0,10/20/2011,10/20/2011,0,0,0,0,0,-1,FALSE,11,Outer Mission,12 - South Central,,6,Full Building Permit,8/25/2011,8/25/2011,NC-1,,2011,3211009,
2.00806E+11,412A NOE ST,TO ERECT FOUR STORIES THREE UNITS RESIDENTIAL BUILDING.,0,3,3,3,3,0,10/20/2011,10/20/2011,0,0,0,0,0,3,FALSE,8,Castro/Upper Market,7 - Central,,2,Site Permit,11/30/2009,10/19/2010,RH-3,,2011,3582118,2009.0026
2.00709E+11,633 27TH AV,REMODEL EXISTING 2 STORY INTO 3 STORY W/  NEW BASEMENT/ ADD I UNIT/,1,2,2,1,1,0,10/21/2011,10/21/2011,0,0,0,0,0,1,FALSE,1,Outer Richmond,1 - Richmond,,3,Site Permit,9/17/2008,9/17/2008,RH-2,,2011,1570003A,2007.1336
2.0091E+11,71 TEDDY AV,"COMPLY WITH NOV 200987083, REMOVE KITCHEN, BEDROOM AT 1ST BASEMENT. REMOVE 2 BEDROOMS, LEGALIZE FULL BATH AT 2ND BASEMENT",1,1,0,-1,-1,0,10/21/2011,10/21/2011,0,0,0,0,0,-1,FALSE,10,Visitacion Valley,12 - South Central,Visitacion Valley,8,Full Building Permit,10/19/2009,10/19/2009,RH-1,,2011,6236038,
2.01007E+11,448 DIAMOND ST,"DEMOLISH 2 STORIES, 1 DWELLING UNIT BUILDING.",1,0,0,-1,-1,0,10/24/2011,10/24/2011,0,0,0,0,0,-1,FALSE,8,Noe Valley,7 - Central,,6,Full Building Permit,4/8/2011,4/8/2011,RH-2,,2011,2768008,2010.0353
2.01011E+11,1450 SANCHEZ ST,"Existing basement to be converted to a 2-bedroom, living rm. & garage with 1st. floor remodeling.",1,2,2,1,1,0,10/24/2011,10/24/2011,0,0,0,0,0,1,FALSE,8,Noe Valley,7 - Central,,8,Full Building Permit,12/29/2010,12/29/2010,RH-2,,2011,6602001,2011.0416
2.01101E+11,1450 SANCHEZ ST,Convert (e) basement to 2-bedroom apartment. (add kitchen & (n) front door & side parking only). Revision to appl.#201011175109. (Ground flr. convertion).,1,2,2,1,1,0,10/24/2011,10/24/2011,0,0,0,0,0,1,FALSE,8,Noe Valley,7 - Central,,3,Full Building Permit,10/7/2011,10/7/2011,RH-2,,2011,6602001,2011.0416
2.00512E+11,101 EXECUTIVE PARK BL,BLDG 12 - TO ERECT 3 STORIES OF 5 DWELLINGS (BLDG #12).,0,5,5,5,5,0,10/25/2011,10/25/2011,0,0,0,0,0,5,FALSE,10,Bayview Hunters Point,10 - South Bayshore,,2,Site Permit,3/17/2011,3/17/2011,C-2,,2011,4991241,
2.00601E+11,239 MINERVA ST,DEMOLISH 1 STORY 1 DWELLING UNIT BLDG.,1,0,0,-1,-1,0,10/26/2011,10/26/2011,0,0,0,0,0,-1,FALSE,11,Oceanview/Merced/Ingleside,13 - Ingleside,,6,Full Building Permit,12/30/2010,12/30/2010,RH-1,,2011,7092070,2009.0297
2.00601E+11,239 MINERVA ST,ERECT 2 STORIES 1 DWELLING UNIT BLDG.,0,1,1,1,1,0,10/26/2011,10/26/2011,0,0,0,0,0,1,FALSE,11,Oceanview/Merced/Ingleside,13 - Ingleside,,2,Site Permit,12/30/2010,12/30/2010,RH-1,,2011,7092070,Multiple
2.0101E+11,2539 ORTEGA ST,COMPLY WITH NOV 201062446 TO REMOVE ILLEGAL KITCHEN ON GR FL. LEGALIZE LAUNDRY APPLIANCE INSTALLATION,1,1,0,-1,-1,0,10/26/2011,10/26/2011,0,0,0,0,0,-1,FALSE,4,Sunset/Parkside,15 - Outer Sunset,,8,Full Building Permit,10/22/2010,10/22/2010,RH-1,,2011,2102035,
2.01006E+11,720 YORK ST #107,"UNIT 107 - LEVEL 1:RELOCATE STAIR TO MEZZANINE. REMODEL KITCHEN. MEZZANINE:ADD BATHROOM, STORAGE CLOSET CONVERT FROM OFFICE/COMMERCIAL TO DWELLING CONDO.",35,36,36,1,1,0,11/1/2011,11/1/2011,0,0,0,0,0,1,FALSE,9,Mission,8 - Mission,Mission (EN),3,Full Building Permit,6/24/2011,6/24/2011,UMU,,2011,4080021,
2.01102E+11,1642 44TH AV,"COMPLY W/NOV #200705878 - REMOVE STOVES FROM GROUND FLOOR & PENTHOUSE, A NEW SHOWER ON GROUND FLOOR, BAR SINK TO REMAIN ON PENTHOUSE FLOOR.",1,1,0,-1,-1,0,11/7/2011,11/7/2011,0,0,0,0,0,-1,FALSE,4,Sunset/Parkside,15 - Outer Sunset,,8,Full Building Permit,2/9/2011,2/9/2011,RH-1,,2011,1900034,
2.00803E+11,428 CAPP ST,"REMODEL & LEGALIZE (E) REAR UNIT. REPLACE & RELOCATE (E) BATHROOM, NEW WETBAR/KITCHEN, NEW WALK-IN CLOSET, 4 NEW SKYLIGHT, 3 NEW CLOSETS, REPLACE (E) GARAGE DOOR BY (N) TEMPERED GLASS SLIDING DOOR,REPLACE (E) DOOR BY (N)WINDOW TO MATCH (E), NEW ROOF & INTERIOR WALLS, FOUNDATION REINFORCEMENT.",1,1,0,-1,-1,0,11/8/2011,11/8/2011,0,0,0,0,0,-1,FALSE,9,Mission,8 - Mission,Mission (EN),3,Site Permit,10/20/2009,10/29/2010,RTO-M,,2011,3595035,
2.01012E+11,1729 STOCKTON ST,"A NEW 1 STORY VERTICAL ADDITION HOUSING, 2 NEW STUDIO APARTMENTS OVER AN (E) REAR YARD ONE UNIT COTTAGE. TOTAL OF 3 UNITS IN THE REAR YARD COTTAGE.",1,3,3,2,2,0,11/9/2011,11/9/2011,0,0,0,0,0,2,FALSE,3,North Beach,3 - Northeast,,3,Full Building Permit,3/21/2011,3/21/2011,NCD-NORTH BEACH,,2011,0089007,2006.0828
2.0111E+11,36 ADAIR ST,CONVERT (E) RESIDENCE DESIGNATED 2 UNITS & GUEST ROOM INTO 3 LEGAL UNITS. NO CONSTRUCTION OR OTHER WORK.,2,3,3,1,1,0,11/15/2011,11/15/2011,0,0,0,0,0,1,FALSE,9,Mission,8 - Mission,Mission (EN),8,Full Building Permit,10/13/2011,10/13/2011,RTO-M,,2011,3553040,
2.01008E+11,1000 MASON ST #0,3 NEW RESIDENTIAL UNITS W/IN AN (E) RESID. APT BLDG. EXPAND AN (E) UNIT-REMODEL AREAS @ 1ST STORY & BASEMENT (PREVIOUSLY BASEMENT & SUB-BASEMENT LEVELS)(E) MAIDS QUARTERS. CONSTRUCT NEW EXIT STAIR ON 1ST STORY (FORMERLY BASEMENT LEVEL). RENAME ALL FLRS W/APPROPRIATE PERMANENT SIGNAGE SHOWING NEW FL,48,51,51,3,3,0,11/23/2011,11/23/2011,0,0,0,0,0,3,FALSE,3,Nob Hill,3 - Northeast,,8,Full Building Permit,9/28/2010,9/28/2010,RM-4,,2011,0223008,
2.0111E+11,64 MONETA WY,"COMPLY WITH COMPLAINT# 201165687-LEGALIZE 1 BEDROOM, 1 FULL BATHROOM & LAUNDRY ROOM. ALL WORK AT GROUND FLOOR. REPLACE COUNRTER & FLOORING IN KITCHEN. FLOOR FOR 2 BATHROOM AT 2ND FLOOR",1,1,0,-1,-1,0,11/29/2011,11/29/2011,0,0,0,0,0,-1,FALSE,11,Outer Mission,12 - South Central,,8,Full Building Permit,10/25/2011,10/25/2011,RH-1,,2011,7096B004,
2.00702E+11,3575 GEARY BL,TO ERECT 6 STORY 150 DWELLING/OFFICES/PARKING.,0,150,150,150,150,0,12/1/2011,12/1/2011,0,150,0,0,150,0,FALSE,2,Lone Mountain/USF,1 - Richmond,,1,Site Permit,11/14/2007,11/14/2007,NCD-GEARY BOULEVARD,100% Affordable,2011,1084004,2003.041
2.00307E+11,2250 JACKSON ST,"REVERT PROPERTY TO ORIGINAL USE AS TWO FAMILY DWELLING. CURRENT DESIGNATION OF 5 UNITS IS UNDER PROTEST SUBJECT TO AN APPEAL PENDING BEFORE THE BOARD OF APPEALS. INTERIOR RENOVATION ON ALL FLOORS, RESTORE VICTORIAN FACADE. NO CHANGE TO BLDG. ENVELOPE.",5,2,2,-3,-3,0,12/2/2011,12/2/2011,0,0,0,0,0,-3,FALSE,2,Pacific Heights,2 - Marina,,3,Site Permit,2/15/2007,2/15/2007,RH-2,,2011,0589008,2004.0151
2.00503E+11,412 BOSWORTH ST,"TO ERECT 4 STORIES, 2 FAMILY DWELLING UNITS.",0,2,2,2,2,0,12/5/2011,12/5/2011,0,0,0,0,0,2,FALSE,8,Outer Mission,12 - South Central,,2,Site Permit,8/9/2006,8/31/2006,RH-2,,2011,6747030,
2.01007E+11,2205 PACIFIC AV,TO CORRECT UNIT COUNT FROM 3 UNITS TO 2 UNITS.  REMOVE ILLEGAL UNIT AND DEMO BATHROOM AT GROUND FLOOR BEHIND GARAGE.,3,2,2,-1,-1,0,12/5/2011,12/5/2011,0,0,0,0,0,-1,FALSE,2,Pacific Heights,2 - Marina,,3,Full Building Permit,1/19/2011,1/19/2011,RH-2,,2011,0589026,
2.01009E+11,3162 TURK BL,TO LEGALIZE EXISTING 2ND UNITS ON UPPER 3RD LEVEL.,1,2,2,1,1,1,12/6/2011,12/6/2011,0,0,0,0,0,1,FALSE,1,Lone Mountain/USF,1 - Richmond,,3,Full Building Permit,5/27/2011,5/27/2011,RH-2,,2011,1141016,2011.1291
2.01104E+11,1947 GOLDEN GATE AV,PROPOSED ONE NEW ADDITIONAL RESIDENTIAL UNIT @ FIRST FLR. PROPOSED NEW REAR DECK @ SECOND FLR.,1,2,2,1,1,0,12/6/2011,12/6/2011,0,0,0,0,0,1,FALSE,2,Lone Mountain/USF,5 - Western Addition,,3,Site Permit,8/23/2011,9/27/2011,RH-3,,2011,1158034,
2.01103E+11,1333 JONES ST #706,CREATE NEW OPENING BETWEEN UNIT #706 & #707. NO STRUCTURAL WORK. REMODEL OF UNIT #707 UNDER SEPARATE PERMIT. MERGE UNITS PER PLANNING CODE SECTION 102.,130,129,129,-1,-1,0,12/7/2011,12/7/2011,0,0,0,0,0,-1,FALSE,3,Nob Hill,3 - Northeast,,3,Full Building Permit,9/8/2011,9/8/2011,RM-4,,2011,0215C036,2011.0364
2.00811E+11,3945 17TH ST,DWELLING UNIT MERGER: MERGE 3945 17TH ST  INTO 3947 17TH ST. FIX  EXTG ENTRY DOOR IN PLACE AT EXTG 1ST FLOOR ENTRY PORCH. CREATE NEW OPENING AT 1ST FLOOR STAIR HALLWAY TO CREATE CONNECTION TO 2ND FLOOR. REMOVE KITCHEN AT EXTG 2ND FLOOR.,5,4,4,-1,-1,0,12/8/2011,12/8/2011,0,0,0,0,0,-1,FALSE,8,Castro/Upper Market,7 - Central,,3,Site Permit,6/4/2010,6/17/2011,RH-3,,2011,3582078,2007.1389
2.01102E+11,3943 17TH ST #0,"To comply with NOV# 201194347, dated 2/9/11 to repair fire damage . Dweliing unit mergers from 5 to 4 approved and issued under PA# 2008.11.26.7414",5,4,4,-1,-1,0,12/8/2011,12/8/2011,0,0,0,0,0,-1,FALSE,8,Castro/Upper Market,7 - Central,,8,Full Building Permit,2/16/2011,2/16/2011,RH-3,,2011,3582078,2007.1389
2.01006E+11,3982 ALEMANY BL,TO COMPLY WORK  AND FINALIZE WORK APPROVED UNDER APP #200104177057. REVERSE BACK TO 1 UNIT.,2,1,1,-1,-1,0,12/9/2011,12/9/2011,0,0,0,0,0,-1,FALSE,7,Oceanview/Merced/Ingleside,13 - Ingleside,,8,Full Building Permit,6/2/2010,6/2/2010,RH-1,,2011,7130025,
2.00503E+11,416 BOSWORTH ST,"TO ERECT 4 STORIES, 2 FAMILY DWELLING UNITS.",0,2,2,2,2,0,12/12/2011,12/12/2011,0,0,0,0,0,2,FALSE,8,Outer Mission,12 - South Central,,2,Site Permit,8/9/2006,8/31/2006,RH-2,,2011,6747028,
2.00503E+11,414 BOSWORTH ST,"TO ERECT 4 STORIES, 2 FAMILY DWELLING UNITS.",0,2,2,2,2,0,12/12/2011,12/12/2011,0,0,0,0,0,2,FALSE,8,Outer Mission,12 - South Central,,2,Site Permit,8/9/2006,8/31/2006,RH-2,,2011,6747029,
2.00503E+11,418 BOSWORTH ST,"TO ERECT 4 STORIES, 2 FAMILY DWELLING UNITS.",0,2,2,2,2,0,12/12/2011,12/12/2011,0,0,0,0,0,2,FALSE,8,Outer Mission,12 - South Central,,2,Site Permit,8/9/2006,8/31/2006,RH-2,,2011,6747027,
2.0081E+11,3665 18TH ST,LEGALIZE ILLIGAL 5TH UNIT WHICH HAS BEEN IN EXTG FOR OVER 30 YEARS. TO COMPLY WITH NOV #200862444 ON 6/28/2008. PROVIDE SPRINKLER SYSTEM FOR ENTIRE GROUND FLOOR AND FIRE UNDER SEPARATE PERMIT.,4,5,5,1,1,1,12/21/2011,12/21/2011,0,0,0,0,0,1,FALSE,8,Mission,8 - Mission,,3,Full Building Permit,12/28/2010,12/28/2010,RM-2,,2011,3587049,2009.0042
2.00903E+11,1118 BURROWS ST,"TO ERECT 2 STORIES, SINGLE FAMILY RESIDENCE.",0,1,1,1,1,0,12/21/2011,12/21/2011,0,0,0,0,0,1,FALSE,9,Portola,12 - South Central,,2,Full Building Permit,9/15/2010,9/15/2010,RH-1,,2011,5972044,
2.00605E+11,762 27TH AV,"RENOVATION TO A SINGLE FAMILY HOUSE, ADD AN ADDITIONAL FLOOR, REAR YARD ADDITION, DRY ROT REPAIR. Add a second dwelling unit.",1,2,2,1,1,0,12/22/2011,12/22/2011,0,0,0,0,0,1,FALSE,1,Outer Richmond,1 - Richmond,,3,Site Permit,12/21/2010,12/21/2010,RH-2,,2011,1618007,2007.0963
2.01111E+11,924 JAMESTOWN AV,"1ST FLOOR (GARAGE)-COMPLY WITH NOV# 199601250-REMOVE VINYL SLIDER, CABINETS, SINKS, SHOWER SHALL & WALLS IN BATHROOM. IN THE CONVERTED BASEMENT BACK TO BASEMENT (ORIGINAL USE)",2,1,1,-1,-1,0,12/23/2011,12/23/2011,0,0,0,0,0,-1,FALSE,10,Bayview Hunters Point,10 - South Bayshore,,8,Full Building Permit,11/18/2011,11/18/2011,RH-1,,2011,4971008,
2.01006E+11,622 CAMBRIDGE ST,"TO ERECT 3 STORIES, SINGLE FAMILY RESIDENCE.",0,1,1,1,1,0,1/6/2012,1/6/2012,0,0,0,0,0,1,FALSE,11,Portola,12 - South Central,,2,Site Permit,3/16/2011,5/16/2011,RH-1,,2012,6034015,
2.0001E+11,1606 VALLEJO ST,"DEMO/REBUILD KITCHEN/ REDUCE # OF UNITS FROM 2 TO 1 REMOVE EXTERIOR FIRE ESCAPE , ETC.",2,1,1,-1,-1,0,1/11/2012,1/11/2012,0,0,0,0,0,-1,FALSE,2,Marina,2 - Marina,,3,Site Permit,9/25/2001,10/2/2001,RH-3,,2012,0551006,
2.00911E+11,2010 PACIFIC AV,NEW ONE BEDROOM APARTMENT UNIT AT GROUND FLOOR. PROPERTY IS ZONED FOR 14 UNITS. ADEQUATE PARKING IS EXISTING BUT NEW SPACE TO BE PROVIDED. THIS IS A SITE PERMIT APPLICATION.,12,13,13,1,1,0,1/12/2012,1/12/2012,0,0,0,0,0,1,FALSE,2,Pacific Heights,2 - Marina,,3,Site Permit,3/28/2011,3/28/2011,RM-2,,2012,0578008,
2.00705E+11,1140 POTRERO AV #0,"ONE STORY ADDITON AND HORIZONTAL ADDITION, CHANGE OF OCCUPANCY FROM R-3 TO R-2 NEW CAR LIFT AND ASSOCIATED BASEMENT LEVEL",1,3,3,2,2,0,1/19/2012,1/19/2012,0,0,0,0,0,2,FALSE,9,Mission,8 - Mission,Mission (EN),3,Site Permit,11/4/2008,3/9/2011,RH-3,,2012,4211009,Multiple
2.01001E+11,26 WEST POINT RD,"BLDG# 2 - DEMOLITION OF 3-STORY 11 RESIDENTIAL UNITS. (6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26 WEST POINT RD.)",11,0,0,-11,-11,0,1/25/2012,1/25/2012,0,0,0,0,0,-11,FALSE,10,Bayview Hunters Point,10 - South Bayshore,,6,Full Building Permit,2/25/2010,2/25/2010,RM-1,,2012,4624009,
2.01001E+11,28 WEST POINT RD,"BLDG 3 - DEMOLITION OF 3-STORY 12 RESIDENTIAL UNITS. (#28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48, & 50 WEST POINT RD.)",12,0,0,-12,-12,0,1/25/2012,1/25/2012,0,0,0,0,0,-12,FALSE,10,Bayview Hunters Point,10 - South Bayshore,,6,Full Building Permit,2/25/2010,2/25/2010,RM-1,,2012,4624009,
2.01001E+11,52 WEST POINT RD,"BLDG# 4 - DEMOLITION OF 2-STORY 4 RESIDENTIAL UNITS. (52, 54, 56, 58 WEST POINT RD.)",4,0,0,-4,-4,0,1/25/2012,1/25/2012,0,0,0,0,0,-4,FALSE,10,Bayview Hunters Point,10 - South Bayshore,,6,Full Building Permit,2/25/2010,2/25/2010,RM-1,,2012,4624009,
2.01001E+11,70 WEST POINT RD,BLDG# 5 - DEMOLITION OF 3-STORY 10 RESIDENTIAL UNITS. (#70 WEST POINT RD.),10,0,0,-10,-10,0,1/25/2012,1/25/2012,0,0,0,0,0,-10,FALSE,10,Bayview Hunters Point,10 - South Bayshore,,6,Full Building Permit,2/25/2010,2/25/2010,RM-1,,2012,4624009,
2.01001E+11,60 WEST POINT RD,"BLDG# 6 - DEMOLITION OF 2-STORY 4 RESIDENTIAL UNITS. (#60, 62, 64, 66 WEST POINT RD)",4,0,0,-4,-4,0,1/25/2012,1/25/2012,0,0,0,0,0,-4,FALSE,10,Bayview Hunters Point,10 - South Bayshore,,6,Full Building Permit,2/25/2010,2/25/2010,RM-1,,2012,4624009,
2.01001E+11,80 WEST POINT RD,BLDG 7- DEMOLITION OF 4-STORY 10 RESIDENTIAL UNITS. (#80 WEST POINT RD.),10,0,0,-10,-10,0,1/25/2012,1/25/2012,0,0,0,0,0,-10,FALSE,10,Bayview Hunters Point,10 - South Bayshore,,6,Full Building Permit,2/25/2010,2/25/2010,RM-1,,2012,4624009,
2.01001E+11,82 WEST POINT RD,"BLDG# 8 - DEMOLITION OF 2-STORY 4 RESIDENTIAL UNITS. (82, 84, 86, 88 WEST POINT RD.)",4,0,0,-4,-4,0,1/25/2012,1/25/2012,0,0,0,0,0,-4,FALSE,10,Bayview Hunters Point,10 - South Bayshore,,6,Full Building Permit,2/25/2010,2/25/2010,RM-1,,2012,4624009,
2.01001E+11,90 WEST POINT RD,"BLDG# 9 - DEMOLITION OF 2-STORY 4 RESIDENTIAL UNITS. (#90, 92, 94, 96 WEST POINT RD.)",4,0,0,-4,-4,0,1/25/2012,1/25/2012,0,0,0,0,0,-4,FALSE,10,Bayview Hunters Point,10 - South Bayshore,,6,Full Building Permit,2/25/2010,2/25/2010,RM-1,,2012,4624009,
